ts_recv,ts_event,rtype,publisher_id,instrument_id,action,side,depth,price,size,flags,ts_in_delta,sequence,bid_px_00,ask_px_00,bid_sz_00,ask_sz_00,bid_ct_00,ask_ct_00,bid_px_01,ask_px_01,bid_sz_01,ask_sz_01,bid_ct_01,ask_ct_01,bid_px_02,ask_px_02,bid_sz_02,ask_sz_02,bid_ct_02,ask_ct_02,bid_px_03,ask_px_03,bid_sz_03,ask_sz_03,bid_ct_03,ask_ct_03,bid_px_04,ask_px_04,bid_sz_04,ask_sz_04,bid_ct_04,ask_ct_04,bid_px_05,ask_px_05,bid_sz_05,ask_sz_05,bid_ct_05,ask_ct_05,bid_px_06,ask_px_06,bid_sz_06,ask_sz_06,bid_ct_06,ask_ct_06,bid_px_07,ask_px_07,bid_sz_07,ask_sz_07,bid_ct_07,ask_ct_07,bid_px_08,ask_px_08,bid_sz_08,ask_sz_08,bid_ct_08,ask_ct_08,bid_px_09,ask_px_09,bid_sz_09,ask_sz_09,bid_ct_09,ask_ct_09,symbol
2022-09-29T08:00:00.648896098Z,2022-09-29T08:00:00.648886239Z,10,2,10986,C,N,1,282.200000000,100,130,9859,330070,282.220000000,284.000000000,100,100,1,1,281.110000000,,97,0,1,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,TSLA
2022-09-29T08:00:00.649105869Z,2022-09-29T08:00:00.649096034Z,10,2,10986,C,N,0,282.220000000,100,130,9835,330071,281.110000000,284.000000000,97,100,1,1,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,TSLA
2022-09-29T08:00:00.883169531Z,2022-09-29T08:00:00.883158853Z,10,2,10986,A,N,1,288.000000000,15000,130,10678,331020,281.110000000,284.000000000,97,100,1,1,,288.000000000,0,15000,0,1,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,TSLA
2022-09-29T08:00:01.512628749Z,2022-09-29T08:00:01.512618225Z,10,2,10986,A,N,1,285.500000000,31,130,10524,334450,281.110000000,284.000000000,97,100,1,1,,285.500000000,0,31,0,1,,288.000000000,0,15000,0,1,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,TSLA
2022-09-29T08:00:01.556774854Z,2022-09-29T08:00:01.556764303Z,10,2,10986,A,N,3,335.000000000,3,130,10551,334622,281.110000000,284.000000000,97,100,1,1,,285.500000000,0,31,0,1,,288.000000000,0,15000,0,1,,335.000000000,0,3,0,1,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,TSLA
2022-09-29T08:00:01.609892480Z,2022-09-29T08:00:01.609881490Z,10,2,10986,A,N,1,270.000000000,1,130,10990,334705,281.110000000,284.000000000,97,100,1,1,270.000000000,285.500000000,1,31,1,1,,288.000000000,0,15000,0,1,,335.000000000,0,3,0,1,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,TSLA
2022-09-29T08:00:01.610080309Z,2022-09-29T08:00:01.610069483Z,10,2,10986,A,N,2,260.000000000,2,130,10826,334706,281.110000000,284.000000000,97,100,1,1,270.000000000,285.500000000,1,31,1,1,260.000000000,288.000000000,2,15000,1,1,,335.000000000,0,3,0,1,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,TSLA
2022-09-29T08:00:01.638974413Z,2022-09-29T08:00:01.638963997Z,10,2,10986,A,N,1,272.000000000,1,130,10416,334754,281.110000000,284.000000000,97,100,1,1,272.000000000,285.500000000,1,31,1,1,270.000000000,288.000000000,1,15000,1,1,260.000000000,335.000000000,2,3,1,1,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,TSLA
2022-09-29T08:00:01.641069412Z,2022-09-29T08:00:01.641058884Z,10,2,10986,A,N,1,275.000000000,1,130,10528,334758,281.110000000,284.000000000,97,100,1,1,275.000000000,285.500000000,1,31,1,1,272.000000000,288.000000000,1,15000,1,1,270.000000000,335.000000000,1,3,1,1,260.000000000,,2,0,1,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,TSLA
2022-09-29T08:00:01.641257345Z,2022-09-29T08:00:01.641246881Z,10,2,10986,A,N,3,296.000000000,5,130,10464,334759,281.110000000,284.000000000,97,100,1,1,275.000000000,285.500000000,1,31,1,1,272.000000000,288.000000000,1,15000,1,1,270.000000000,296.000000000,1,5,1,1,260.000000000,335.000000000,2,3,1,1,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,TSLA
