timestamp,bid_px_01,bid_sz_01,ask_px_01,ask_sz_01,bid_px_02,bid_sz_02,ask_px_02,ask_sz_02,bid_px_03,bid_sz_03,ask_px_03,ask_sz_03,bid_px_04,bid_sz_04,ask_px_04,ask_sz_04,bid_px_05,bid_sz_05,ask_px_05,ask_sz_05
2022-09-29 08:00:00.776992129+00:00,142.0,0,160.0,0,142.0,0,160.0,0,136.0,0,160.0,0,136.0,0,,0,136.0,0,,0
2022-09-29 08:00:00.799089033+00:00,142.0,100,160.0,0,142.0,0,160.0,0,136.0,0,160.0,0,136.0,0,,0,136.0,0,,0
2022-09-29 08:00:00.828379265+00:00,143.0,100,160.0,0,142.0,100,160.0,0,136.0,0,160.0,0,136.0,0,,0,136.0,0,,0
2022-09-29 08:00:00.841284240+00:00,143.0,100,160.0,0,142.0,100,160.0,0,136.0,3,160.0,0,136.0,0,,0,136.0,0,,0
2022-09-29 08:00:00.931835805+00:00,143.0,100,160.0,0,142.0,100,160.0,0,136.0,3,160.0,0,136.0,0,,0,136.0,0,,0
2022-09-29 08:00:01.418331161+00:00,146.0,2,160.0,0,143.0,100,160.0,0,142.0,100,160.0,0,136.0,3,,0,136.0,0,,0
2022-09-29 08:00:01.418454226+00:00,143.0,100,160.0,0,142.0,100,160.0,0,136.0,3,160.0,0,136.0,0,,0,136.0,0,,0
2022-09-29 08:00:01.679334748+00:00,143.0,100,160.0,0,142.0,100,160.0,0,141.68,1,160.0,0,136.0,3,,0,136.0,0,,0
2022-09-29 08:00:01.734243965+00:00,143.0,100,160.0,50,142.0,100,160.0,0,141.68,1,160.0,0,136.0,3,,0,136.0,0,,0
2022-09-29 08:00:01.892532846+00:00,143.0,100,149.37,1,142.0,100,160.0,50,141.68,1,160.0,0,136.0,3,,0,136.0,0,,0
2022-09-29 08:00:01.941329426+00:00,143.0,200,149.37,1,142.0,100,160.0,50,141.68,1,160.0,0,136.0,3,,0,136.0,0,,0
2022-09-29 08:00:01.949790319+00:00,143.0,200,149.37,1,142.0,100,160.0,51,141.68,1,160.0,0,136.0,3,,0,136.0,0,,0
2022-09-29 08:00:01.965463792+00:00,143.0,200,149.37,1,142.0,100,160.0,51,141.68,1,160.0,0,140.0,10,,0,136.0,3,,0
2022-09-29 08:00:01.975109114+00:00,144.0,13,149.37,1,143.0,200,160.0,51,142.0,100,160.0,0,141.68,1,,0,140.0,10,,0
2022-09-29 08:00:01.984680675+00:00,144.0,13,149.37,1,143.0,200,160.0,51,142.0,100,160.0,0,141.68,1,,0,140.8,80,,0
2022-09-29 08:00:01.988217642+00:00,144.0,13,149.37,1,143.0,200,152.0,50,142.0,100,160.0,51,141.68,1,,0,140.8,80,,0
2022-09-29 08:00:01.990838809+00:00,144.0,15,149.37,1,143.0,200,152.0,50,142.0,100,160.0,51,141.68,1,,0,140.8,80,,0
2022-09-29 08:00:01.999313725+00:00,144.0,15,149.37,1,143.0,200,152.0,50,142.0,100,160.0,51,141.68,1,,0,140.8,80,,0
2022-09-29 08:00:02.004082773+00:00,144.0,15,149.37,1,143.0,200,152.0,50,142.0,100,160.0,51,141.68,1,,0,140.8,80,,0
2022-09-29 08:00:02.007426197+00:00,144.0,15,149.37,1,143.0,200,152.0,50,142.0,100,160.0,51,141.68,1,,0,140.8,80,,0
